Release, Total, TP, FN, TN, FOR, noise, Recall, Total Releases,Relative,Project
11,1279.0,143.0,14.0,1122.0,0.012323943662,0.0109460516028,0.910828025478,31,0.3333333333333333,OPENJPA
12,1279.0,143.0,14.0,1122.0,0.012323943662,0.0109460516028,0.910828025478,31,0.36666666666666653,OPENJPA
13,1279.0,145.0,12.0,1122.0,0.010582010582,0.00938232994527,0.923566878981,31,0.4,OPENJPA
14,1279.0,146.0,11.0,1122.0,0.00970873786408,0.0086004691165,0.929936305732,31,0.43333333333333335,OPENJPA
15,1282.0,157.0,3.0,1122.0,0.00266666666667,0.00234009360374,0.98125,31,0.4666666666666667,OPENJPA
16,1282.0,157.0,3.0,1122.0,0.00266666666667,0.00234009360374,0.98125,31,0.5,OPENJPA
17,1282.0,157.0,3.0,1122.0,0.00266666666667,0.00234009360374,0.98125,31,0.5333333333333333,OPENJPA
18,1282.0,157.0,3.0,1122.0,0.00266666666667,0.00234009360374,0.98125,31,0.5666666666666667,OPENJPA
19,1282.0,158.0,2.0,1122.0,0.0017793594306,0.0015600624025,0.9875,31,0.6,OPENJPA
20,1282.0,158.0,2.0,1122.0,0.0017793594306,0.0015600624025,0.9875,31,0.6333333333333333,OPENJPA
21,1282.0,158.0,2.0,1122.0,0.0017793594306,0.0015600624025,0.9875,31,0.6666666666666666,OPENJPA
22,1282.0,158.0,2.0,1122.0,0.0017793594306,0.0015600624025,0.9875,31,0.7,OPENJPA
23,1282.0,160.0,0.0,1122.0,0.0,0.0,1.0,31,0.7333333333333333,OPENJPA
24,1282.0,160.0,0.0,1122.0,0.0,0.0,1.0,31,0.7666666666666667,OPENJPA
25,1282.0,160.0,0.0,1122.0,0.0,0.0,1.0,31,0.8,OPENJPA
26,1282.0,160.0,0.0,1122.0,0.0,0.0,1.0,31,0.8333333333333334,OPENJPA
27,1282.0,160.0,0.0,1122.0,0.0,0.0,1.0,31,0.8666666666666667,OPENJPA
28,1282.0,160.0,0.0,1122.0,0.0,0.0,1.0,31,0.9,OPENJPA
29,1282.0,160.0,0.0,1122.0,0.0,0.0,1.0,31,0.9333333333333332,OPENJPA
30,1282.0,160.0,0.0,1122.0,0.0,0.0,1.0,31,0.9666666666666668,OPENJPA
31,1282.0,160.0,0.0,1122.0,0.0,0.0,1.0,31,1.0,OPENJPA
2,0.0,0.0,0.0,0.0,/0,/0,/0,51,0.02,PROTON
3,442.0,14.0,3.0,425.0,0.00700934579439,0.00678733031674,0.823529411765,51,0.04,PROTON
4,545.0,47.0,27.0,471.0,0.0542168674699,0.0495412844037,0.635135135135,51,0.06,PROTON
5,560.0,85.0,4.0,471.0,0.00842105263158,0.00714285714286,0.955056179775,51,0.08,PROTON
6,560.0,85.0,4.0,471.0,0.00842105263158,0.00714285714286,0.955056179775,51,0.1,PROTON
7,560.0,85.0,4.0,471.0,0.00842105263158,0.00714285714286,0.955056179775,51,0.12,PROTON
8,560.0,85.0,4.0,471.0,0.00842105263158,0.00714285714286,0.955056179775,51,0.14,PROTON
9,560.0,85.0,4.0,471.0,0.00842105263158,0.00714285714286,0.955056179775,51,0.16,PROTON
10,560.0,85.0,4.0,471.0,0.00842105263158,0.00714285714286,0.955056179775,51,0.18,PROTON
11,560.0,85.0,4.0,471.0,0.00842105263158,0.00714285714286,0.955056179775,51,0.2,PROTON
12,561.0,87.0,3.0,471.0,0.00632911392405,0.00534759358289,0.966666666667,51,0.22,PROTON
13,561.0,87.0,3.0,471.0,0.00632911392405,0.00534759358289,0.966666666667,51,0.24,PROTON
14,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.26,PROTON
15,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.28,PROTON
16,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.3,PROTON
17,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.32,PROTON
18,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.34,PROTON
19,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.36,PROTON
20,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.38,PROTON
21,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.4,PROTON
22,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.42,PROTON
23,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.44,PROTON
24,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.46,PROTON
25,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.48,PROTON
26,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.5,PROTON
27,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.52,PROTON
28,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.54,PROTON
29,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.56,PROTON
30,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.58,PROTON
31,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.6,PROTON
32,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.62,PROTON
33,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.64,PROTON
34,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.66,PROTON
35,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.68,PROTON
36,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.7,PROTON
37,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.72,PROTON
38,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.74,PROTON
39,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.76,PROTON
40,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.78,PROTON
41,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.8,PROTON
42,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.82,PROTON
43,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.84,PROTON
44,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.86,PROTON
45,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.88,PROTON
46,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.9,PROTON
47,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.92,PROTON
48,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.94,PROTON
49,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.96,PROTON
50,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,0.98,PROTON
51,564.0,93.0,0.0,471.0,0.0,0.0,1.0,51,1.0,PROTON
2,0.0,0.0,0.0,0.0,/0,/0,/0,26,0.04,SSHD
3,126.0,17.0,26.0,83.0,0.238532110092,0.206349206349,0.395348837209,26,0.08,SSHD
4,126.0,19.0,24.0,83.0,0.224299065421,0.190476190476,0.441860465116,26,0.12,SSHD
5,126.0,19.0,24.0,83.0,0.224299065421,0.190476190476,0.441860465116,26,0.16,SSHD
6,126.0,20.0,23.0,83.0,0.216981132075,0.18253968254,0.46511627907,26,0.2,SSHD
7,126.0,24.0,19.0,83.0,0.186274509804,0.150793650794,0.558139534884,26,0.24,SSHD
8,126.0,24.0,19.0,83.0,0.186274509804,0.150793650794,0.558139534884,26,0.28,SSHD
9,126.0,34.0,9.0,83.0,0.0978260869565,0.0714285714286,0.790697674419,26,0.32,SSHD
10,126.0,37.0,6.0,83.0,0.0674157303371,0.047619047619,0.860465116279,26,0.36,SSHD
11,126.0,37.0,6.0,83.0,0.0674157303371,0.047619047619,0.860465116279,26,0.4,SSHD
12,126.0,37.0,6.0,83.0,0.0674157303371,0.047619047619,0.860465116279,26,0.44,SSHD
13,126.0,37.0,6.0,83.0,0.0674157303371,0.047619047619,0.860465116279,26,0.48,SSHD
14,126.0,38.0,5.0,83.0,0.0568181818182,0.0396825396825,0.883720930233,26,0.52,SSHD
15,126.0,38.0,5.0,83.0,0.0568181818182,0.0396825396825,0.883720930233,26,0.56,SSHD
16,127.0,40.0,4.0,83.0,0.0459770114943,0.0314960629921,0.909090909091,26,0.6,SSHD
17,131.0,48.0,0.0,83.0,0.0,0.0,1.0,26,0.64,SSHD
18,131.0,48.0,0.0,83.0,0.0,0.0,1.0,26,0.68,SSHD
19,131.0,48.0,0.0,83.0,0.0,0.0,1.0,26,0.72,SSHD
20,131.0,48.0,0.0,83.0,0.0,0.0,1.0,26,0.76,SSHD
21,131.0,48.0,0.0,83.0,0.0,0.0,1.0,26,0.8,SSHD
22,131.0,48.0,0.0,83.0,0.0,0.0,1.0,26,0.84,SSHD
23,131.0,48.0,0.0,83.0,0.0,0.0,1.0,26,0.88,SSHD
24,131.0,48.0,0.0,83.0,0.0,0.0,1.0,26,0.92,SSHD
25,131.0,48.0,0.0,83.0,0.0,0.0,1.0,26,0.96,SSHD
26,131.0,48.0,0.0,83.0,0.0,0.0,1.0,26,1.0,SSHD
2,0.0,0.0,0.0,0.0,/0,/0,/0,36,0.028571428571428567,STORM
3,449.0,0.0,95.0,354.0,0.211581291759,0.211581291759,0.0,36,0.057142857142857134,STORM
4,449.0,0.0,95.0,354.0,0.211581291759,0.211581291759,0.0,36,0.08571428571428573,STORM
5,449.0,0.0,95.0,354.0,0.211581291759,0.211581291759,0.0,36,0.11428571428571427,STORM
6,449.0,0.0,95.0,354.0,0.211581291759,0.211581291759,0.0,36,0.14285714285714285,STORM
7,453.0,8.0,91.0,354.0,0.204494382022,0.200883002208,0.0808080808081,36,0.17142857142857146,STORM
8,472.0,33.0,85.0,354.0,0.193621867882,0.180084745763,0.279661016949,36,0.2,STORM
9,472.0,58.0,60.0,354.0,0.144927536232,0.127118644068,0.491525423729,36,0.22857142857142854,STORM
10,475.0,65.0,56.0,354.0,0.136585365854,0.117894736842,0.537190082645,36,0.2571428571428571,STORM
11,475.0,65.0,56.0,354.0,0.136585365854,0.117894736842,0.537190082645,36,0.2857142857142857,STORM
12,475.0,65.0,56.0,354.0,0.136585365854,0.117894736842,0.537190082645,36,0.3142857142857143,STORM
13,475.0,91.0,30.0,354.0,0.078125,0.0631578947368,0.752066115702,36,0.3428571428571429,STORM
14,476.0,92.0,30.0,354.0,0.078125,0.063025210084,0.754098360656,36,0.37142857142857133,STORM
15,476.0,92.0,30.0,354.0,0.078125,0.063025210084,0.754098360656,36,0.4,STORM
16,476.0,92.0,30.0,354.0,0.078125,0.063025210084,0.754098360656,36,0.42857142857142855,STORM
17,482.0,103.0,25.0,354.0,0.065963060686,0.051867219917,0.8046875,36,0.4571428571428571,STORM
18,482.0,103.0,25.0,354.0,0.065963060686,0.051867219917,0.8046875,36,0.4857142857142857,STORM
19,501.0,147.0,0.0,354.0,0.0,0.0,1.0,36,0.5142857142857142,STORM
20,501.0,147.0,0.0,354.0,0.0,0.0,1.0,36,0.5428571428571428,STORM
21,501.0,147.0,0.0,354.0,0.0,0.0,1.0,36,0.5714285714285714,STORM
22,508.0,154.0,0.0,354.0,0.0,0.0,1.0,36,0.6,STORM
23,508.0,154.0,0.0,354.0,0.0,0.0,1.0,36,0.6285714285714286,STORM
24,509.0,155.0,0.0,354.0,0.0,0.0,1.0,36,0.6571428571428571,STORM
25,526.0,172.0,0.0,354.0,0.0,0.0,1.0,36,0.6857142857142857,STORM
26,533.0,179.0,0.0,354.0,0.0,0.0,1.0,36,0.7142857142857143,STORM
27,543.0,189.0,0.0,354.0,0.0,0.0,1.0,36,0.7428571428571429,STORM
28,543.0,189.0,0.0,354.0,0.0,0.0,1.0,36,0.7714285714285715,STORM
29,547.0,193.0,0.0,354.0,0.0,0.0,1.0,36,0.8,STORM
30,550.0,196.0,0.0,354.0,0.0,0.0,1.0,36,0.8285714285714286,STORM
31,550.0,196.0,0.0,354.0,0.0,0.0,1.0,36,0.8571428571428571,STORM
32,550.0,196.0,0.0,354.0,0.0,0.0,1.0,36,0.8857142857142857,STORM
33,572.0,218.0,0.0,354.0,0.0,0.0,1.0,36,0.9142857142857144,STORM
34,697.0,343.0,0.0,354.0,0.0,0.0,1.0,36,0.9428571428571428,STORM
35,697.0,343.0,0.0,354.0,0.0,0.0,1.0,36,0.9714285714285714,STORM
36,745.0,391.0,0.0,354.0,0.0,0.0,1.0,36,1.0,STORM
2,0.0,0.0,0.0,0.0,/0,/0,/0,12,0.09090909090909093,THRIFT
3,159.0,9.0,37.0,113.0,0.24666666666666667,0.23270440251572327,0.1956521739130435,12,0.18181818181818185,THRIFT
4,320.0,23.0,66.0,231.0,0.2222222222222222,0.20625,0.25842696629213485,12,0.2727272727272727,THRIFT
5,320.0,25.0,64.0,231.0,0.21694915254237288,0.2,0.2808988764044944,12,0.3636363636363637,THRIFT
6,320.0,30.0,59.0,231.0,0.20344827586206896,0.184375,0.33707865168539325,12,0.4545454545454545,THRIFT
7,320.0,42.0,47.0,231.0,0.16906474820143885,0.146875,0.47191011235955055,12,0.5454545454545454,THRIFT
8,320.0,70.0,19.0,231.0,0.076,0.059375,0.7865168539325843,12,0.6363636363636364,THRIFT
9,320.0,77.0,12.0,231.0,0.04938271604938271,0.0375,0.8651685393258427,12,0.7272727272727273,THRIFT
10,320.0,77.0,12.0,231.0,0.04938271604938271,0.0375,0.8651685393258427,12,0.8181818181818182,THRIFT
11,320.0,77.0,12.0,231.0,0.04938271604938271,0.0375,0.8651685393258427,12,0.9090909090909092,THRIFT
12,321.0,90.0,0.0,231.0,0.0,0.0,1.0,12,1.0,THRIFT
2,0.0,0.0,0.0,0.0,/0,/0,/0,22,0.047619047619047616,TOMEE
3,4366.0,132.0,106.0,4128.0,0.0250354274917,0.0242785158039,0.554621848739,22,0.09523809523809523,TOMEE
4,4366.0,142.0,96.0,4128.0,0.0227272727273,0.0219880897847,0.596638655462,22,0.14285714285714285,TOMEE
5,4366.0,142.0,96.0,4128.0,0.0227272727273,0.0219880897847,0.596638655462,22,0.19047619047619047,TOMEE
6,4368.0,150.0,90.0,4128.0,0.0213371266003,0.0206043956044,0.625,22,0.2380952380952381,TOMEE
7,4368.0,152.0,88.0,4128.0,0.0208728652751,0.0201465201465,0.633333333333,22,0.2857142857142857,TOMEE
8,4368.0,167.0,73.0,4128.0,0.017376815044,0.0167124542125,0.695833333333,22,0.3333333333333333,TOMEE
9,4370.0,181.0,61.0,4128.0,0.0145619479589,0.0139588100686,0.747933884298,22,0.3809523809523809,TOMEE
10,4370.0,201.0,41.0,4128.0,0.0098344926841,0.00938215102975,0.830578512397,22,0.42857142857142855,TOMEE
11,4370.0,201.0,41.0,4128.0,0.0098344926841,0.00938215102975,0.830578512397,22,0.4761904761904762,TOMEE
12,4370.0,201.0,41.0,4128.0,0.0098344926841,0.00938215102975,0.830578512397,22,0.5238095238095238,TOMEE
13,4370.0,203.0,39.0,4128.0,0.0093592512599,0.00892448512586,0.838842975207,22,0.5714285714285714,TOMEE
14,4370.0,206.0,36.0,4128.0,0.00864553314121,0.00823798627002,0.851239669421,22,0.6190476190476191,TOMEE
15,4370.0,226.0,16.0,4128.0,0.003861003861,0.00366132723112,0.933884297521,22,0.6666666666666666,TOMEE
16,4370.0,227.0,15.0,4128.0,0.00362056480811,0.00343249427918,0.938016528926,22,0.7142857142857143,TOMEE
17,4373.0,235.0,10.0,4128.0,0.00241662638956,0.00228675966156,0.959183673469,22,0.7619047619047619,TOMEE
18,4373.0,235.0,10.0,4128.0,0.00241662638956,0.00228675966156,0.959183673469,22,0.8095238095238095,TOMEE
19,4373.0,238.0,7.0,4128.0,0.00169286577993,0.00160073176309,0.971428571429,22,0.8571428571428571,TOMEE
20,4373.0,238.0,7.0,4128.0,0.00169286577993,0.00160073176309,0.971428571429,22,0.9047619047619048,TOMEE
21,4373.0,244.0,1.0,4128.0,0.000242189392105,0.000228675966156,0.995918367347,22,0.9523809523809524,TOMEE
22,4373.0,245.0,0.0,4128.0,0.0,0.0,1.0,22,1.0,TOMEE
2,0.0,0.0,0.0,0.0,/0,/0,/0,8,0.14285714285714285,WHIRR
3,181.0,1.0,9.0,171.0,0.05,0.049723756906077346,0.1,8,0.2857142857142857,WHIRR
4,350.0,15.0,7.0,328.0,0.020895522388059702,0.02,0.6818181818181818,8,0.42857142857142855,WHIRR
5,350.0,18.0,4.0,328.0,0.012048192771084338,0.011428571428571429,0.8181818181818182,8,0.5714285714285714,WHIRR
6,350.0,22.0,0.0,328.0,0.0,0.0,1.0,8,0.7142857142857143,WHIRR
7,350.0,22.0,0.0,328.0,0.0,0.0,1.0,8,0.8571428571428571,WHIRR
8,350.0,22.0,0.0,328.0,0.0,0.0,1.0,8,1.0,WHIRR
2,0.0,0.0,0.0,0.0,/0,/0,/0,14,0.07692307692307693,ZEPPELIN
3,177.0,35.0,17.0,125.0,0.11971830985915492,0.096045197740113,0.6730769230769231,14,0.15384615384615385,ZEPPELIN
4,356.0,63.0,37.0,256.0,0.12627986348122866,0.10393258426966293,0.63,14,0.2307692307692308,ZEPPELIN
5,356.0,72.0,28.0,256.0,0.09859154929577464,0.07865168539325842,0.72,14,0.3076923076923077,ZEPPELIN
6,356.0,73.0,27.0,256.0,0.09540636042402827,0.07584269662921349,0.73,14,0.38461538461538464,ZEPPELIN
7,357.0,88.0,13.0,256.0,0.048327137546468404,0.036414565826330535,0.8712871287128713,14,0.4615384615384616,ZEPPELIN
8,357.0,91.0,10.0,256.0,0.03759398496240601,0.028011204481792718,0.900990099009901,14,0.5384615384615384,ZEPPELIN
9,357.0,91.0,10.0,256.0,0.03759398496240601,0.028011204481792718,0.900990099009901,14,0.6153846153846154,ZEPPELIN
10,357.0,95.0,6.0,256.0,0.022900763358778626,0.01680672268907563,0.9405940594059405,14,0.6923076923076923,ZEPPELIN
11,362.0,106.0,0.0,256.0,0.0,0.0,1.0,14,0.7692307692307693,ZEPPELIN
12,362.0,106.0,0.0,256.0,0.0,0.0,1.0,14,0.8461538461538461,ZEPPELIN
13,362.0,106.0,0.0,256.0,0.0,0.0,1.0,14,0.9230769230769232,ZEPPELIN
14,364.0,108.0,0.0,256.0,0.0,0.0,1.0,14,1.0,ZEPPELIN
2,0.0,0.0,0.0,0.0,/0,/0,/0,49,0.02083333333333333,ZOOKEEPER
3,354.0,0.0,69.0,285.0,0.194915254237,0.194915254237,0.0,49,0.04166666666666666,ZOOKEEPER
4,668.0,72.0,82.0,514.0,0.137583892617,0.122754491018,0.467532467532,49,0.0625,ZOOKEEPER
5,668.0,74.0,80.0,514.0,0.13468013468,0.119760479042,0.480519480519,49,0.08333333333333333,ZOOKEEPER
6,668.0,74.0,80.0,514.0,0.13468013468,0.119760479042,0.480519480519,49,0.10416666666666667,ZOOKEEPER
7,668.0,74.0,80.0,514.0,0.13468013468,0.119760479042,0.480519480519,49,0.125,ZOOKEEPER
8,668.0,74.0,80.0,514.0,0.13468013468,0.119760479042,0.480519480519,49,0.14583333333333334,ZOOKEEPER
9,668.0,74.0,80.0,514.0,0.13468013468,0.119760479042,0.480519480519,49,0.16666666666666666,ZOOKEEPER
10,668.0,74.0,80.0,514.0,0.13468013468,0.119760479042,0.480519480519,49,0.1875,ZOOKEEPER
11,669.0,76.0,79.0,514.0,0.133220910624,0.118086696562,0.490322580645,49,0.20833333333333331,ZOOKEEPER
12,669.0,76.0,79.0,514.0,0.133220910624,0.118086696562,0.490322580645,49,0.22916666666666666,ZOOKEEPER
13,670.0,84.0,72.0,514.0,0.122866894198,0.107462686567,0.538461538462,49,0.25,ZOOKEEPER
14,670.0,90.0,66.0,514.0,0.113793103448,0.0985074626866,0.576923076923,49,0.2708333333333333,ZOOKEEPER
15,670.0,90.0,66.0,514.0,0.113793103448,0.0985074626866,0.576923076923,49,0.2916666666666667,ZOOKEEPER
16,670.0,96.0,60.0,514.0,0.104529616725,0.089552238806,0.615384615385,49,0.3125,ZOOKEEPER
17,670.0,96.0,60.0,514.0,0.104529616725,0.089552238806,0.615384615385,49,0.3333333333333333,ZOOKEEPER
18,671.0,102.0,55.0,514.0,0.0966608084359,0.0819672131148,0.649681528662,49,0.3541666666666667,ZOOKEEPER
19,672.0,104.0,54.0,514.0,0.0950704225352,0.0803571428571,0.658227848101,49,0.375,ZOOKEEPER
20,672.0,104.0,54.0,514.0,0.0950704225352,0.0803571428571,0.658227848101,49,0.3958333333333333,ZOOKEEPER
21,672.0,104.0,54.0,514.0,0.0950704225352,0.0803571428571,0.658227848101,49,0.4166666666666667,ZOOKEEPER
22,672.0,106.0,52.0,514.0,0.0918727915194,0.077380952381,0.670886075949,49,0.4375,ZOOKEEPER
23,672.0,106.0,52.0,514.0,0.0918727915194,0.077380952381,0.670886075949,49,0.4583333333333333,ZOOKEEPER
24,676.0,130.0,32.0,514.0,0.0586080586081,0.0473372781065,0.802469135802,49,0.4791666666666667,ZOOKEEPER
25,676.0,148.0,14.0,514.0,0.0265151515152,0.0207100591716,0.913580246914,49,0.5,ZOOKEEPER
26,678.0,154.0,10.0,514.0,0.0190839694656,0.0147492625369,0.939024390244,49,0.5208333333333334,ZOOKEEPER
27,678.0,154.0,10.0,514.0,0.0190839694656,0.0147492625369,0.939024390244,49,0.5416666666666666,ZOOKEEPER
28,678.0,154.0,10.0,514.0,0.0190839694656,0.0147492625369,0.939024390244,49,0.5625,ZOOKEEPER
29,678.0,154.0,10.0,514.0,0.0190839694656,0.0147492625369,0.939024390244,49,0.5833333333333334,ZOOKEEPER
30,678.0,154.0,10.0,514.0,0.0190839694656,0.0147492625369,0.939024390244,49,0.6041666666666666,ZOOKEEPER
31,678.0,154.0,10.0,514.0,0.0190839694656,0.0147492625369,0.939024390244,49,0.625,ZOOKEEPER
32,678.0,154.0,10.0,514.0,0.0190839694656,0.0147492625369,0.939024390244,49,0.6458333333333334,ZOOKEEPER
33,678.0,160.0,4.0,514.0,0.00772200772201,0.00589970501475,0.975609756098,49,0.6666666666666666,ZOOKEEPER
34,678.0,160.0,4.0,514.0,0.00772200772201,0.00589970501475,0.975609756098,49,0.6875,ZOOKEEPER
35,678.0,160.0,4.0,514.0,0.00772200772201,0.00589970501475,0.975609756098,49,0.7083333333333334,ZOOKEEPER
36,678.0,160.0,4.0,514.0,0.00772200772201,0.00589970501475,0.975609756098,49,0.7291666666666666,ZOOKEEPER
37,678.0,160.0,4.0,514.0,0.00772200772201,0.00589970501475,0.975609756098,49,0.75,ZOOKEEPER
38,678.0,160.0,4.0,514.0,0.00772200772201,0.00589970501475,0.975609756098,49,0.7708333333333334,ZOOKEEPER
39,678.0,162.0,2.0,514.0,0.00387596899225,0.00294985250737,0.987804878049,49,0.7916666666666666,ZOOKEEPER
40,678.0,162.0,2.0,514.0,0.00387596899225,0.00294985250737,0.987804878049,49,0.8125,ZOOKEEPER
41,678.0,162.0,2.0,514.0,0.00387596899225,0.00294985250737,0.987804878049,49,0.8333333333333334,ZOOKEEPER
42,678.0,164.0,0.0,514.0,0.0,0.0,1.0,49,0.8541666666666666,ZOOKEEPER
43,678.0,164.0,0.0,514.0,0.0,0.0,1.0,49,0.875,ZOOKEEPER
44,678.0,164.0,0.0,514.0,0.0,0.0,1.0,49,0.8958333333333334,ZOOKEEPER
45,678.0,164.0,0.0,514.0,0.0,0.0,1.0,49,0.9166666666666666,ZOOKEEPER
46,678.0,164.0,0.0,514.0,0.0,0.0,1.0,49,0.9375,ZOOKEEPER
47,690.0,176.0,0.0,514.0,0.0,0.0,1.0,49,0.9583333333333334,ZOOKEEPER
48,690.0,176.0,0.0,514.0,0.0,0.0,1.0,49,0.9791666666666666,ZOOKEEPER
49,690.0,176.0,0.0,514.0,0.0,0.0,1.0,49,1.0,ZOOKEEPER
